,user_id,treatment,if_on,live_date,gender,age_range,live_stream_duration,live_stream_cnt,total_watching_duration,receive_amount,like_cnt,comment_cnt,share_cnt,voice_comment_cnt
3000485,807476525,1,1,2018-12-16,F,41-49,3388,1,14467,30.0,636,153,3,0
2494123,20061849,1,1,2018-12-13,F,18-23,7258,2,139708,3529.0,3421,253,2,0
1497370,395178000,1,1,2018-12-18,F,31-40,4507,2,12900,308.0,713,34,1,0
2181307,845323550,1,1,2018-12-14,M,31-40,1156,2,307,1.0,24,3,0,0
2664813,609920859,1,1,2018-12-19,F,24-30,80,1,0,0.0,0,0,0,0
2927614,542609806,1,1,2018-12-11,F,18-23,5392,3,37241,997.0,433,336,1,0
2076803,461709800,1,1,2018-12-03,M,24-30,509,4,170,6.0,3,6,0,0
2590377,364998922,1,1,2018-12-10,M,24-30,183,1,6,0.0,0,0,0,0
2613213,427811919,1,1,2018-12-14,F,31-40,1691,1,4047,2.0,426,23,0,0
465286,653072811,1,1,2018-12-18,M,18-23,511,1,875,0.0,9,5,0,0
384564,385317635,1,1,2018-12-16,F,31-40,9133,3,16804,22.0,541,205,2,10
411217,455702495,1,1,2018-12-11,M,41-49,17,1,1,0.0,0,0,0,0
1344879,806300074,1,1,2018-12-15,M,31-40,9379,3,8796,0.0,226,112,0,15
3545934,785029250,1,1,2018-12-17,M,41-49,6333,2,3677,1.0,30,55,0,11
1212259,364256784,1,1,2018-12-01,F,31-40,788,7,8,0.0,0,0,0,0
504669,782260233,1,1,2018-12-01,F,31-40,51,1,0,0.0,0,0,0,0
1550378,552059010,1,1,2018-12-14,M,24-30,88,1,7,0.0,0,0,0,0
1782339,413527111,1,1,2018-12-02,M,31-40,2126,1,1327,6.0,19,14,0,0
2980972,744585723,1,1,2018-12-01,M,18-23,4014,1,14755,18.0,779,194,0,0
2256431,139795373,1,1,2018-12-16,M,41-49,14701,2,492367,303.0,4104,308,13,0
593268,124485989,1,1,2018-12-03,M,24-30,1630,4,2064,4.0,59,2,0,0
437296,538508842,1,1,2018-12-19,F,18-23,7935,3,64502,28.0,1149,324,3,0
3286006,841212007,1,1,2018-12-02,F,31-40,2011,2,4342,200.0,66,8,1,0
1895424,789606815,1,1,2018-12-13,F,18-23,5819,3,19614,1128.0,564,114,3,0
1148382,123337066,1,1,2018-12-05,M,24-30,24742,8,219520,224.0,3476,187,14,0
337896,201206903,1,1,2018-12-18,F,24-30,5397,2,93233,5903.0,8254,297,15,0
2845919,273529436,1,1,2018-12-13,F,31-40,1305,2,1095,0.0,3,24,0,0
3268349,774498022,1,1,2018-12-18,M,41-49,17,1,0,0.0,0,0,0,0
1660291,1121430410,1,1,2018-12-18,M,31-40,1609,2,1091,6.0,344,0,0,0
1766920,368859267,1,1,2018-12-13,M,24-30,1617,4,835,6.0,13,9,0,0
532376,910362571,1,1,2018-12-07,F,31-40,1178,8,358,0.0,0,2,0,0
283635,21114601,1,1,2018-12-17,M,31-40,1760,1,4643,197.0,183,28,4,0
867389,108252879,1,1,2018-12-20,M,24-30,4836,1,51202,96.0,1367,265,6,27
3084675,140843286,1,1,2018-12-06,M,18-23,178,2,24,0.0,1,0,0,0
3224884,636359372,1,1,2018-12-18,F,31-40,6840,2,74539,95.0,1549,378,11,58
2206676,1077203471,1,1,2018-12-14,M,18-23,638,1,45,0.0,0,0,0,0
1348589,819783297,1,1,2018-12-20,M,18-23,2032,5,463,0.0,3,1,0,0
318086,133206321,1,1,2018-12-09,M,31-40,18113,11,188101,1054.0,35250,346,38,0
3447568,438421027,1,1,2018-12-20,M,24-30,663,2,784,5.0,3,23,0,0
1027529,673220893,1,1,2018-12-06,M,24-30,1373,2,144,0.0,1,3,0,0
2106141,565340613,1,1,2018-12-15,M,31-40,1309,2,3137,0.0,241,11,0,1
3216539,599949206,1,1,2018-12-15,M,31-40,2226,1,13034,1.0,318,2,0,0
1645979,954630803,1,1,2018-12-20,M,24-30,146,1,112,0.0,0,0,0,0
1382823,1108115835,1,1,2018-12-12,M,12-17,5627,38,2767,0.0,309,8,1,5
3529640,734357057,1,1,2018-12-01,M,18-23,51,1,20,0.0,1,0,0,0
844499,31949587,1,1,2018-12-16,M,31-40,260,3,4,0.0,2,0,0,0
2142209,707634258,1,1,2018-12-15,F,24-30,488,1,286,0.0,7,3,0,0
227727,780187200,1,1,2018-12-19,M,24-30,6481,5,7873,0.0,31,56,6,7
2009721,230234946,1,1,2018-12-15,M,24-30,6268,1,8347,6.0,111,93,2,1
1126172,50474419,1,1,2018-12-11,F,18-23,7134,2,212260,695.0,882,386,22,118
2382722,588312585,1,1,2018-12-11,M,18-23,1579,3,879,0.0,66,10,0,0
166068,564048992,1,1,2018-12-14,F,18-23,160,4,5,0.0,0,0,0,0
3402533,290791870,1,1,2018-12-13,M,31-40,4853,4,13238,13.0,1604,196,2,0
1180351,232917771,1,1,2018-12-15,F,24-30,573,5,782,40.0,4,9,0,0
1335758,775031421,1,1,2018-12-09,F,18-23,620,3,13,0.0,0,0,0,0
88120,317116020,1,1,2018-12-15,M,24-30,335,3,78,0.0,29,0,0,0
1483682,351917328,1,1,2018-12-16,M,18-23,187,2,24,0.0,0,0,0,0
2886233,418500470,1,1,2018-12-19,M,18-23,941,6,34,0.0,1,0,0,0
1676527,44993322,1,1,2018-12-19,M,24-30,188,1,161,0.0,3,2,0,0
2931605,559325752,1,1,2018-12-01,F,24-30,471,2,0,0.0,0,0,0,0
925530,329898888,1,1,2018-12-06,M,24-30,154,1,33,0.0,0,0,0,0
3025125,958175294,1,1,2018-12-14,F,50+,1543,4,1039,0.0,15,17,5,0
229554,785824507,1,1,2018-12-02,M,24-30,45,1,13,0.0,0,0,0,0
2500374,42222195,1,1,2018-12-08,M,24-30,184,1,0,0.0,0,0,0,0
3476671,530434962,1,1,2018-12-18,F,24-30,3111,4,3118,42.0,15,36,2,0
3516791,689409232,1,1,2018-12-10,M,31-40,2982,5,1749,0.0,1128,0,0,0
104122,374165025,1,1,2018-12-02,M,24-30,8479,2,3161,1.0,188,25,3,4
941348,382359751,1,1,2018-12-06,M,24-30,2560,4,4703,0.0,89,18,0,10
1299736,659369173,1,1,2018-12-06,F,50+,39323,3,1625466,259.0,8369,956,45,0
3418239,357343706,1,1,2018-12-01,M,18-23,865,3,288,0.0,18,0,0,0
1258672,496186972,1,1,2018-12-18,M,18-23,5243,1,104543,305.0,6588,159,10,0
1889847,771584941,1,1,2018-12-10,F,24-30,2481,5,3080,2.0,15,57,7,0
3381076,206977191,1,1,2018-12-16,M,24-30,7882,2,707212,60.0,6281,218,12,0
1212594,365438653,1,1,2018-12-13,M,24-30,180,1,0,0.0,0,0,0,0
2690649,704053326,1,1,2018-12-16,M,31-40,3427,5,2277,18.0,161,1,0,0
2785897,58600748,1,1,2018-12-13,M,24-30,2030,4,2032,0.0,50,17,0,0
443982,565023642,1,1,2018-12-12,F,31-40,458,2,579,0.0,0,2,0,0
3068278,84957040,1,1,2018-12-17,F,18-23,13770,7,8536,458.0,680,61,1,2
1035102,698838355,1,1,2018-12-01,M,31-40,234,2,0,0.0,0,0,0,0
2545701,186181023,1,1,2018-12-20,M,18-23,199,3,492,0.0,104,0,0,0
720155,557719205,1,1,2018-12-11,F,18-23,1078,2,232,0.0,47,0,0,0
588929,110706171,1,1,2018-12-03,F,18-23,2672,1,8294,30.0,182,94,1,0
2551389,208113960,1,1,2018-12-19,M,41-49,767,1,1347,2.0,4,4,0,0
1666106,12830542,1,1,2018-12-02,F,24-30,214,1,392,0.0,51,8,0,0
1443140,187564139,1,1,2018-12-12,F,31-40,741,1,820,9.0,4,12,1,0
87748,315053440,1,1,2018-12-11,M,41-49,1190,2,3232,0.0,115,24,0,0
2132415,672681483,1,1,2018-12-12,M,41-49,9415,2,231097,2941.0,2465,220,15,0
2279176,223527879,1,1,2018-12-13,M,18-23,202,1,371,0.0,0,0,0,0
1796957,448284639,1,1,2018-12-01,F,24-30,2154,1,787,0.0,25,10,0,0
243967,843039795,1,1,2018-12-19,M,31-40,267,1,35,0.0,0,0,0,0
3531055,738674422,1,1,2018-12-16,M,31-40,507,3,1182,0.0,4,0,0,0
3289941,868282310,1,1,2018-12-01,F,18-23,201,1,0,0.0,0,0,0,0
1673126,29820151,1,1,2018-12-08,M,24-30,1068,2,1056,244.0,31,10,0,0
1079800,861435504,1,1,2018-12-19,F,50+,3122,1,9179,11.0,766,115,0,0
3521090,704771774,1,1,2018-12-06,F,24-30,4429,4,14943,239.0,173,124,2,0
3118426,260346410,1,1,2018-12-20,M,24-30,6730,13,11068,0.0,1007,120,0,1
2370636,533996778,1,1,2018-12-11,M,18-23,806,4,698,0.0,12,4,0,0
1777006,399702105,1,1,2018-12-17,M,31-40,176,2,0,0.0,0,0,0,0
1495110,388885766,1,1,2018-12-18,M,41-49,1818,1,678,0.0,166,1,2,0
414182,463875998,1,1,2018-12-12,F,18-23,2413,1,7732,0.0,84,94,1,0
1702279,126125776,1,1,2018-12-15,F,18-23,2904,19,149,0.0,0,0,0,0
1549012,546629911,1,1,2018-12-13,F,31-40,21272,2,2907541,10.0,2525,763,43,0
1836000,585192176,1,1,2018-12-04,F,31-40,11788,6,27829,14.0,666,304,0,148
2112416,593497885,1,1,2018-12-08,F,24-30,162,1,80,0.0,3,1,0,0
1818419,511510672,1,1,2018-12-18,M,18-23,5654,2,168458,844.0,4622,317,10,0
2843154,261000634,1,1,2018-12-20,F,18-23,981,1,0,0.0,0,0,0,0
3502172,637059506,1,1,2018-12-10,M,18-23,92,1,0,0.0,0,0,0,0
3291951,879593077,1,1,2018-12-13,F,24-30,2848,2,6689,8.0,2752,30,3,0
3051126,27097277,1,1,2018-12-15,M,18-23,14078,3,40653,1314.0,926,273,2,0
527845,880527831,1,1,2018-12-16,F,24-30,5497,7,18771,88.0,399,47,2,29
2619056,442437465,1,1,2018-12-13,M,31-40,20727,10,48625,62.0,1794,133,14,15
1039497,714699460,1,1,2018-12-15,M,18-23,1506,3,1408,60.0,47,13,0,0
456908,623108877,1,1,2018-12-20,F,24-30,4965,2,15223,9.0,347,72,1,5
1264538,516800578,1,1,2018-12-02,M,24-30,3625,2,3109,32.0,139,9,0,0
3249467,718058132,1,1,2018-12-15,M,18-23,4898,2,18135,47.0,934,84,2,5
1167765,188268023,1,1,2018-12-15,M,18-23,3464,3,7287,1.0,563,49,2,30
2739144,882212892,1,1,2018-12-13,F,24-30,13,1,0,0.0,0,0,0,0
462717,644434623,1,1,2018-12-04,F,31-40,1992,4,4124,235.0,53,13,1,0
357626,276670759,1,1,2018-12-09,F,24-30,311,1,72,0.0,0,0,0,0
482232,713057502,1,1,2018-12-20,M,18-23,1082,2,975,0.0,61,10,0,0
285326,25232949,1,1,2018-12-11,M,24-30,92,1,94,0.0,0,0,0,0
178999,621146396,1,1,2018-12-15,F,41-49,4891,1,76254,334.0,2801,210,3,0
1829433,555644112,1,1,2018-12-06,M,24-30,5812,3,11943,109.0,302,45,8,0
3250990,722858785,1,1,2018-12-20,F,24-30,353,1,0,0.0,0,0,0,0
3569224,889847743,1,1,2018-12-04,M,31-40,871,1,4,0.0,0,0,0,0
2439480,783490945,1,1,2018-12-06,M,41-49,3140,2,51,0.0,1,0,0,0
3589959,1104304804,1,1,2018-12-19,F,41-49,261,1,842,0.0,2,1,0,0
1450352,215214775,1,1,2018-12-10,F,24-30,1532,2,2299,2.0,79,20,2,0
121649,422448429,1,1,2018-12-07,F,24-30,5159,5,30294,578.0,1364,142,4,0
2797431,100691654,1,1,2018-12-10,F,41-49,2480,3,25611,23.0,321,55,2,5
1236660,433634326,1,1,2018-12-09,M,50+,1027,2,2440,0.0,317,19,2,0
594870,129484801,1,1,2018-12-05,M,24-30,3200,2,0,0.0,0,0,0,0
1985158,140877288,1,1,2018-12-15,F,24-30,1973,1,8185,97.0,251,59,2,10
164371,556565789,1,1,2018-12-05,F,18-23,686,1,996,2.0,16,5,0,0
1734926,238039877,1,1,2018-12-01,F,41-49,2156,4,3474,29.0,165,36,1,0
776593,760087124,1,1,2018-12-03,M,24-30,547,2,112,0.0,0,0,0,0
2983092,751195118,1,1,2018-12-11,F,31-40,148,1,12,0.0,0,0,0,0
3493523,602028224,1,1,2018-12-07,M,24-30,215,2,84,65.0,22,0,0,0
954696,420742667,1,1,2018-12-15,M,24-30,222,2,11,0.0,0,0,0,0
3406526,312891805,1,1,2018-12-16,M,18-23,3363,2,8246,27.0,213,60,1,13
2105276,560384857,1,1,2018-12-17,M,24-30,2247,8,650,0.0,14,0,0,0
1693134,96832603,1,1,2018-12-09,F,24-30,6907,2,4256,0.0,14,20,0,0
754771,690874474,1,1,2018-12-04,M,24-30,1579,14,508,0.0,7,1,0,0
351545,247240176,1,1,2018-12-09,M,24-30,7272,12,8041,1.0,440,54,0,13
811483,919354115,1,1,2018-12-12,F,24-30,827,2,182,0.0,3,2,0,0
2413834,705629694,1,1,2018-12-10,F,24-30,10133,2,194697,13.0,645,464,7,15
1419069,107022444,1,1,2018-12-17,F,24-30,154,1,49,0.0,0,0,0,0
1661860,1139305384,1,1,2018-12-18,M,24-30,75,1,11,0.0,0,0,0,0
1837548,591555559,1,1,2018-12-13,M,24-30,2760,2,957,2.0,6,5,0,4
3399870,277536745,1,1,2018-12-11,M,18-23,18302,4,66046,10.0,735,25,10,0
2816664,160381570,1,1,2018-12-18,M,24-30,882,3,766,2.0,26,11,0,0
1908185,840222432,1,1,2018-12-09,M,24-30,19866,19,30608,13.0,635,162,2,12
1217630,381538984,1,1,2018-12-11,F,31-40,1390,1,2734,0.0,16,32,0,0
3572943,917186990,1,1,2018-12-19,M,41-49,4165,8,6921,0.0,10,7,0,0
1977058,114428047,1,1,2018-12-15,M,24-30,1040,1,1175,0.0,1,2,0,0
1486685,362290899,1,1,2018-12-12,F,50+,87,1,57,0.0,0,0,0,0
68143,227657898,1,1,2018-12-07,F,18-23,3636,2,7555,54.0,302,66,0,0
1187582,261716671,1,1,2018-12-02,F,18-23,433,1,761,0.0,34,1,0,0
3075967,112320129,1,1,2018-12-07,F,18-23,354,1,14,0.0,0,0,0,0
145800,486839509,1,1,2018-12-12,M,31-40,8583,3,22132,366.0,804,67,3,46
1562362,604128859,1,1,2018-12-11,F,24-30,1643,3,2027,0.0,39,19,1,0
2907478,472811844,1,1,2018-12-10,F,50+,12530,5,42768,67.0,361,353,1,6
1671242,24259791,1,1,2018-12-07,M,18-23,452,3,264,0.0,8,3,0,0
969452,459093603,1,1,2018-12-18,F,18-23,604,1,5247,21.0,686,0,0,0
2788448,70535671,1,1,2018-12-18,F,18-23,1207,3,1373,0.0,298,34,0,0
1113135,12605497,1,1,2018-12-02,F,18-23,7028,3,46153,8174.0,497,307,7,0
166083,564160129,1,1,2018-12-16,M,18-23,26634,5,1932750,7417.0,88244,1476,73,0
2551626,208944478,1,1,2018-12-02,M,31-40,8,1,0,0.0,0,0,0,0
2237508,76947263,1,1,2018-12-17,F,18-23,4839,1,30205,140.0,1651,160,2,0
393056,408551404,1,1,2018-12-19,M,41-49,11025,7,21775,18.0,916,77,1,0
1792570,437689379,1,1,2018-12-06,F,41-49,172,1,126,0.0,11,1,0,0
351643,247720110,1,1,2018-12-13,M,18-23,4955,3,2357,0.0,122,19,2,0
2536291,152424885,1,1,2018-12-19,M,31-40,3880,2,5518,154.0,367,29,3,17
2617375,437958432,1,1,2018-12-12,M,41-49,198,1,5,0.0,0,0,0,0
811296,918101227,1,1,2018-12-09,F,24-30,2038,4,2034,2.0,48,15,1,0
1708526,144036253,1,1,2018-12-12,F,24-30,1086,1,840,0.0,6,8,0,1
545300,1051412480,1,1,2018-12-17,F,31-40,18511,4,113427,303.0,2170,560,31,8
88821,320176922,1,1,2018-12-02,F,24-30,2162,5,1770,0.0,22,7,0,0
2555533,223769093,1,1,2018-12-15,F,18-23,5389,1,16485,15.0,235,143,4,7
850443,52684210,1,1,2018-12-10,F,24-30,300,1,291,0.0,0,6,0,0
3190356,494735864,1,1,2018-12-15,M,31-40,1276,2,1838,3.0,27,20,0,6
1265843,521790589,1,1,2018-12-20,M,41-49,16481,1,60911,46.0,35038,148,9,247
1790456,432684496,1,1,2018-12-03,F,31-40,3958,2,20400,215.0,649,42,1,0
1344831,806107921,1,1,2018-12-12,M,50+,2983,1,2595,106.0,135,6,0,0
2374732,550959373,1,1,2018-12-12,M,24-30,13353,12,28719,258.0,8795,123,14,36
739406,638362300,1,1,2018-12-14,F,18-23,12555,2,75085,1302.0,3090,519,1,94
1297235,651968091,1,1,2018-12-06,F,18-23,1236,1,4065,56.0,115,4,1,0
649896,341230465,1,1,2018-12-12,F,41-49,25,1,23,0.0,0,0,0,0
1542285,520039854,1,1,2018-12-07,F,24-30,251,2,217,0.0,10,1,0,4
1492215,378913297,1,1,2018-12-13,M,18-23,566,1,147,0.0,0,3,0,0
451009,597915982,1,1,2018-12-13,F,18-23,146,1,150,0.0,2,1,0,0
1929413,1016934500,1,1,2018-12-18,F,31-40,1419,1,2061,0.0,789,33,0,0
1433680,152018447,1,1,2018-12-14,F,18-23,1850,1,7570,89.0,1652,59,0,9
806530,886382345,1,1,2018-12-07,M,41-49,8529,2,24153,31.0,7814,177,1,0
1047202,739065867,1,1,2018-12-19,F,24-30,13818,8,109267,195.0,647,355,7,90
1551033,554175566,1,1,2018-12-09,F,18-23,381,2,308,5.0,49,1,0,0
2201064,1008873209,1,1,2018-12-10,F,50+,9252,11,7000,80.0,1187,55,3,17
1625578,819432311,1,1,2018-12-17,M,31-40,8263,1,74385,6738.0,1939,219,7,54
1544787,529987298,1,1,2018-12-13,M,18-23,862,1,1013,61.0,33,8,1,0
3013804,874220098,1,1,2018-12-06,M,31-40,6384,1,38705,1258.0,2381,84,2,2
3029240,1009975458,1,1,2018-12-13,M,31-40,4549,2,11772,62.0,57,159,12,0
913587,271660136,1,1,2018-12-12,F,41-49,144,1,0,0.0,0,0,0,0
1729720,222999501,1,1,2018-12-18,M,31-40,1932,2,4903,144.0,376,28,0,0
217087,746676268,1,1,2018-12-14,F,24-30,2028,1,5684,3.0,321,54,2,0
3567844,882064617,1,1,2018-12-20,M,18-23,286,1,0,0.0,0,0,0,0
1534571,492006186,1,1,2018-12-14,M,18-23,267,1,9,0.0,0,0,0,0
127940,436096375,1,1,2018-12-08,F,18-23,69,1,0,0.0,0,0,0,0
2048717,387032990,1,1,2018-12-05,M,24-30,3621,2,4423,150.0,270,29,0,12
134915,456913743,1,1,2018-12-19,F,41-49,2788,2,3440,1.0,1176,13,8,2
2047926,383813033,1,1,2018-12-20,M,31-40,319,1,99,0.0,1,0,0,0
3265459,765447006,1,1,2018-12-20,M,41-49,6338,6,174049,10.0,1711,389,8,81
1325211,743072546,1,1,2018-12-17,F,24-30,5572,6,6140,18.0,130,63,1,0
1651799,1024238159,1,1,2018-12-12,F,31-40,5294,4,20589,0.0,500,52,3,0
2706712,754560302,1,1,2018-12-16,M,24-30,23832,4,272879,891.0,4914,1030,30,0
2572576,290097485,1,1,2018-12-01,M,31-40,2021,2,6100,1.0,79,17,0,0
2995783,792303289,1,1,2018-12-07,M,41-49,2484,1,23975,10.0,322,48,5,0
2948522,635703209,1,1,2018-12-17,F,18-23,989,1,307,0.0,4,1,0,0
1685310,70308092,1,1,2018-12-06,F,18-23,2136,2,3203,14.0,58,19,0,0
1172541,207781686,1,1,2018-12-18,F,50+,1701,4,2165,6.0,703,14,0,0
2344998,449852874,1,1,2018-12-19,F,18-23,79,1,0,0.0,0,0,0,0
1669383,19807954,1,1,2018-12-14,M,18-23,7885,3,325201,491.0,5567,330,9,0
72038,239162755,1,1,2018-12-10,F,31-40,1009,2,262,0.0,1,4,0,0
1500863,404607511,1,1,2018-12-11,M,41-49,304,1,0,0.0,0,0,0,0
16239,49817196,1,1,2018-12-17,M,18-23,4607,2,16113,2.0,249,90,1,0
2363069,505661744,1,1,2018-12-08,M,31-40,685,1,874,0.0,0,2,0,0
1430050,142644277,1,1,2018-12-15,F,31-40,182,1,0,0.0,0,0,0,0
597415,137507933,1,1,2018-12-13,F,24-30,102,1,169,0.0,0,0,0,0
1598369,732790522,1,1,2018-12-02,M,18-23,1339,1,2587,10.0,30,23,0,0
3139537,354874233,1,1,2018-12-17,F,31-40,969,2,1125,0.0,6,8,1,0
3344342,83172731,1,1,2018-12-05,M,24-30,1420,2,893,0.0,2,19,0,0
609520,173309387,1,1,2018-12-18,M,41-49,3213,13,1075,0.0,5,14,0,1
1679083,50452620,1,1,2018-12-06,M,18-23,24,1,0,0.0,0,0,0,0
1051230,750592564,1,1,2018-12-12,M,31-40,8559,3,21089,815.0,2134,83,0,81
3358117,128250790,1,1,2018-12-04,F,24-30,10845,1,458208,13733.0,5969,202,16,0
2142234,707806248,1,1,2018-12-20,F,24-30,2552,1,2523,0.0,128,16,1,0
3322267,14027343,1,1,2018-12-12,M,18-23,2559,3,6524,247.0,160,55,0,0
2600334,394831699,1,1,2018-12-17,M,31-40,4849,3,8056,60.0,49,52,0,6
1591651,710166726,1,1,2018-12-02,M,31-40,1785,1,124,0.0,0,0,0,0
2001644,200906413,1,1,2018-12-12,M,24-30,12040,3,24609,178.0,1466,193,3,0
2467404,922068449,1,1,2018-12-20,F,41-49,915,3,846,0.0,9,1,0,0
768354,735528811,1,1,2018-12-17,M,31-40,817,2,80,0.0,22,0,0,0
1994368,166637789,1,1,2018-12-01,F,31-40,2367,8,2252,0.0,48,11,0,0
542675,1018178240,1,1,2018-12-13,F,41-49,10609,4,40908,1944.0,5160,390,7,6
597030,136283125,1,1,2018-12-15,M,24-30,6644,6,14044,32.0,5316,106,8,48
3455137,459735463,1,1,2018-12-18,M,18-23,1291,1,1153,2.0,36,23,0,0
1809572,481351504,1,1,2018-12-11,F,24-30,7178,3,25670,100.0,480,213,1,0
1067517,802242955,1,1,2018-12-17,M,31-40,10334,2,109108,16.0,1298,315,3,0
614062,194887723,1,1,2018-12-06,M,24-30,476,1,104,0.0,2,2,0,0
584826,97155335,1,1,2018-12-17,F,18-23,73,1,48,0.0,0,0,0,0
1439854,172809516,1,1,2018-12-07,F,24-30,4259,3,9812,0.0,96,42,1,0
1216530,377784389,1,1,2018-12-20,M,31-40,547,2,14,0.0,0,0,0,0
1281856,592431523,1,1,2018-12-14,F,50+,3519,1,31734,0.0,83,46,3,0
2522824,111796622,1,1,2018-12-15,M,18-23,4079,3,3628,29.0,182,36,2,4
2708093,758520011,1,1,2018-12-03,M,41-49,104,1,0,0.0,0,0,0,0
2105082,559475897,1,1,2018-12-12,M,24-30,1324,1,1632,16.0,46,7,0,0
2170935,800872039,1,1,2018-12-11,F,24-30,5460,4,62615,620.0,2187,221,0,5
1005337,587140613,1,1,2018-12-03,F,24-30,1473,1,7242,0.0,150,80,1,2
2853343,310275847,1,1,2018-12-10,F,24-30,1178,2,2936,7.0,132,40,0,0
629279,246482383,1,1,2018-12-05,F,18-23,3626,4,5658,18.0,306,50,0,8
16230,49817196,1,1,2018-12-05,M,18-23,6708,2,25239,0.0,259,109,1,0
131575,446727554,1,1,2018-12-01,M,24-30,1360,3,2225,0.0,340,12,0,0
2087536,491675294,1,1,2018-12-03,F,24-30,114,1,43,0.0,0,0,0,0
2004371,211249863,1,1,2018-12-12,M,31-40,4143,3,20963,441.0,1098,78,4,0
528187,882349495,1,1,2018-12-17,M,24-30,1947,1,4196,30.0,67,44,0,0
3572945,917186990,1,1,2018-12-18,M,41-49,3446,6,1079,0.0,1,2,0,0
2993101,782465812,1,1,2018-12-13,M,31-40,668,2,21,0.0,0,0,0,0
811909,923262630,1,1,2018-12-08,M,41-49,1402,3,272,0.0,0,4,0,0
544248,1037998625,1,1,2018-12-08,M,41-49,5987,3,19099,2.0,118,40,2,3
215685,742921491,1,1,2018-12-06,M,41-49,11528,4,45208,7.0,3024,93,1,70
2738509,879593418,1,1,2018-12-11,M,31-40,17514,3,194675,23.0,8898,372,13,209
244618,847380235,1,1,2018-12-20,F,24-30,222,2,0,0.0,0,0,0,0
2751223,985636277,1,1,2018-12-18,M,31-40,3101,1,16651,1175.0,1795,74,0,3
1540275,512740783,1,1,2018-12-09,M,18-23,588,2,238,0.0,0,0,0,0
2520439,103647130,1,1,2018-12-16,M,18-23,625,1,438,0.0,19,2,0,0
485844,724010353,1,1,2018-12-09,M,31-40,169,1,4,0.0,0,0,0,0
3057858,50596298,1,1,2018-12-01,F,24-30,1999,5,11826,43.0,449,60,1,0
3008742,844215942,1,1,2018-12-02,F,31-40,989,2,478,0.0,1,2,0,0
3568691,887227645,1,1,2018-12-14,M,31-40,1820,3,2516,59.0,79,27,0,0
2827325,203963355,1,1,2018-12-20,M,24-30,604,1,17,0.0,0,0,0,0
334497,184527487,1,1,2018-12-17,F,50+,1078,1,1714,1.0,124,4,0,0
3577963,961998198,1,1,2018-12-05,F,24-30,18787,2,72172,835.0,4143,704,12,0
3249875,719638880,1,1,2018-12-07,M,24-30,3672,1,12865,0.0,276,56,1,1
2977122,732476834,1,1,2018-12-17,F,50+,15049,1,324614,15676.0,5076,404,19,0
3203132,542842221,1,1,2018-12-14,M,31-40,5466,3,12477,12.0,336,44,2,13
2142554,709380990,1,1,2018-12-18,M,24-30,20972,8,5369,49.0,113,36,1,0
2848246,283513982,1,1,2018-12-15,M,31-40,342,1,81,0.0,1,0,1,0
2841017,250696730,1,1,2018-12-20,F,31-40,6031,2,45511,1511.0,4541,212,5,18
1786911,424793743,1,1,2018-12-16,F,24-30,293,2,38,0.0,0,0,0,0
1283151,597837469,1,1,2018-12-15,M,41-49,281,2,177,0.0,27,0,0,0
1653030,1040861506,1,1,2018-12-15,M,41-49,20232,3,559412,185.0,15837,231,47,0
1141055,99813306,1,1,2018-12-16,F,31-40,7557,1,252818,4818.0,1405,425,4,0
1758524,344113481,1,1,2018-12-07,M,41-49,25510,5,436810,6568.0,18012,10676,14,0
1678408,48833652,1,1,2018-12-17,M,24-30,12069,4,2091317,14171.0,53217,901,48,0
2855163,319527492,1,1,2018-12-20,F,18-23,16865,4,2824,0.0,43,8,0,0
3342112,75109676,1,1,2018-12-12,F,18-23,524,1,0,0.0,0,0,0,0
3577222,954203216,1,1,2018-12-14,F,24-30,9223,2,58371,1096.0,4110,288,4,0
286115,27384683,1,1,2018-12-14,F,18-23,47,1,0,0.0,0,0,0,0
3024818,953947655,1,1,2018-12-06,M,50+,13556,1,399173,2406.0,49453,517,66,0
3317809,1145342977,1,1,2018-12-13,M,41-49,6830,4,23540,1173.0,4802,177,0,0
521973,851034341,1,1,2018-12-11,F,41-49,2171,2,2280,2.0,9,52,0,0
2290327,266835325,1,1,2018-12-02,M,41-49,4862,1,265780,168.0,4615,495,11,0
2264864,163830397,1,1,2018-12-17,F,18-23,444,1,333,0.0,88,8,0,0
1690161,86749439,1,1,2018-12-12,M,18-23,570,3,767,0.0,12,5,0,0
3400285,279368029,1,1,2018-12-03,M,31-40,816,2,1122,2.0,92,13,0,0
2851153,299568059,1,1,2018-12-08,F,31-40,17125,3,75979,980.0,5831,593,24,213
1870278,713656642,1,1,2018-12-03,M,24-30,14600,3,167,0.0,15,0,0,0
3300509,949530659,1,1,2018-12-02,M,18-23,28937,12,521784,1361.0,38599,233,32,0
297286,66654810,1,1,2018-12-14,M,24-30,12816,7,42350,2299.0,5610,204,7,0
2447152,811198352,1,1,2018-12-14,M,31-40,702,1,38,0.0,6,0,0,0
3418486,358259101,1,1,2018-12-01,M,31-40,6309,1,24315,66.0,1929,72,2,3
3273668,793932970,1,1,2018-12-02,M,31-40,808,2,1195,30.0,264,0,0,29
2848920,287028454,1,1,2018-12-10,M,18-23,1828,6,1109,78.0,104,0,0,0
1189514,272074031,1,1,2018-12-17,F,24-30,1295,1,5967,0.0,817,35,0,0
268184,1059227585,1,1,2018-12-11,M,41-49,1101,1,915,1.0,306,6,0,0
